serialNumber,lnNumber,familyType,Type,firstFlight,planeAge,testRegistration,enginesType,enginesNumber,registration,deliveryDate,operator,remark,status
7908,,Airbus A321,321-231,16/11/2017,2.4,F-WZMV,IAE V2533-A5,2,N681NK,30/11/2017,Spirit Airlines,,Active
7915,,Airbus A321,321-231,06/10/2017,2.5,D-AYAE,IAE V2533-A5,2,HL7211,15/11/2017,Air Busan,Lsd From Cdb AviationEx D-ANJA,Active
7917,,Airbus A321,321-271N,16/10/2017,2.5,D-AYAF,PW PW1133G,2,N202HA,27/10/2017,Hawaiian Airlines,Named Maile,Active
7919,,Airbus A321,321-211,02/11/2017,2.4,D-AYAG,CFMI CFM56-5B3/P,2,VN-A635,10/11/2017,VietJetAir,,Active
7920,,Airbus A321,321-271N,06/06/2018,1.8,D-AYAH,PW PW1133G,2,B-1087,20/06/2018,China Southern Airlines,,Active
7923,,Airbus A321,321-231,20/10/2017,2.5,D-AYAJ,IAE V2533-A5,2,HL8099,01/11/2017,Air Busan,Lsd From Boc,Active
7924,,Airbus A321,321-231,07/12/2017,2.3,F-WZMW,IAE V2533-A5,2,N989JT,14/12/2017,JetBlue Airways,Named Freshly Minted,Active
7926,,Airbus A321,321-231,11/10/2017,2.5,D-AYAN,IAE V2533-A5,2,B-1006,19/10/2017,Juneyao Airlines,Lsd From Boc,Active
7929,,Airbus A321,321-231,09/10/2017,2.5,D-AYAO,IAE V2533-A5,2,B-LEH,17/10/2017,Hong Kong Express Airways,Lsd From Bocomm Leasing,Active
7933,,Airbus A321,321-211,30/11/2017,2.4,D-AYAQ,CFMI CFM56-5B3/P,2,VN-A636,08/12/2017,VietJetAir,,Active
7934,,Airbus A321,321-211,29/01/2018,2.2,D-AYAR,CFMI CFM56-5B3/P,2,VP-BTK,07/02/2018,Aeroflot,Name Aircraft: A. Vertinskiy   А. Вертинский,Active
7939,,Airbus A321,321-251N,17/01/2018,,D-AYAV,CFMI LEAP-1A,2,XA-JOE,28/01/2018,Interjet,Stored 03/2020Lsd From Aercap,Stored
7940,,Airbus A321,321-211,08/11/2017,2.4,D-AYAX,CFMI CFM56-5B3/P,2,VN-A643,16/11/2017,VietJetAir,,Active
7941,,Airbus A321,321-271N,22/12/2017,2.3,D-AVZI,PW PW1133G,2,N534VL,15/04/2018,Volaris,Lsd From Aercap,Active
7942,,Airbus A321,321-253N,23/01/2018,2.2,D-AVZJ,CFMI LEAP-1A33,2,N924VA,01/02/2018,Alaska Airlines,Lsd From Gecas,Active
7943,,Airbus A321,321-211,06/12/2017,2.3,F-WZMX,CFMI CFM56-5B3/P,2,N331DN,15/12/2017,Delta Air Lines,,Active
7945,,Airbus A321,321-251N,25/04/2018,,D-AVZL,CFMI LEAP-1A,2,XA-NEO,02/06/2018,Interjet,Stored 04/2020,Stored
7947,,Airbus A321,321-231,14/10/2017,2.5,D-AVZS,IAE V2533-A5,2,HA-LXW,03/11/2017,Wizz Air,,Active
7948,,Airbus A321,321-231,21/12/2017,2.3,F-WWBF,IAE V2533-A5,2,B-1012,27/12/2017,Capital Airlines Beijing,Lsd From Cmb Financial Leasing,Active
7953,,Airbus A321,321-211,29/11/2017,2.4,D-AVZW,CFMI CFM56-5B3/P,2,VN-A644,05/12/2017,VietJetAir,,Active
7955,,Airbus A321,321-231,08/11/2017,2.4,D-AVZX,IAE V2533-A5,2,B-1003,27/11/2017,Juneyao Airlines,Lsd From Boc,Active
7956,,Airbus A321,321-231,02/11/2017,2.4,D-AVZY,IAE V2533-A5,2,N988JT,09/11/2017,JetBlue Airways,Named Menta-licious,Active
7957,,Airbus A321,321-231,13/12/2017,2.3,F-WZMY,IAE V2533-A5,2,N682NK,20/12/2017,Spirit Airlines,,Active
7959,,Airbus A321,321-271N,11/12/2017,2.3,D-AVYA,PW PW1133G,2,N204HA,23/12/2017,Hawaiian Airlines,Named Ōhi a lehua,Active
7962,,Airbus A321,321-211,14/11/2017,2.4,D-AVYB,CFMI CFM56-5B3/P,2,VN-A645,25/11/2017,VietJetAir,,Active
7968,,Airbus A321,321-271N,08/06/2018,1.8,D-AVYD,PW PW1133G,2,B-1089,20/06/2018,China Southern Airlines,Lsd From Aercap,Active
7969,,Airbus A321,321-231,22/12/2017,2.3,D-AVYF,IAE V2533-A5,2,B-LEI,20/01/2018,Hong Kong Express Airways,Lsd From Bocomm Leasing,Active
7970,,Airbus A321,321-211,18/01/2018,2.2,D-AVYG,CFMI CFM56-5B3/P,2,B-8900,30/01/2018,China Southern Airlines,,Active
7972,,Airbus A321,321-253N,07/12/2017,2.3,D-AVYI,CFMI LEAP-1A33,2,CS-TSF,15/12/2017,Azores Airlines,Named Marciano Veiga   Lsd From Alc,Active
7973,,Airbus A321,321-211,15/12/2017,2.3,F-WZMZ,CFMI CFM56-5B3/P,2,N332DN,27/12/2017,Delta Air Lines,,Active
7976,,Airbus A321,321-211,23/12/2017,2.3,D-AVYJ,CFMI CFM56-5B3/P,2,B-8861,28/12/2017,China Eastern Airlines,,Active
7981,,Airbus A321,321-231,17/11/2017,2.4,D-AVYK,IAE V2533-A5,2,OH-LZR,17/11/2017,Finnair,Lsd From Boc,Active
7985,,Airbus A321,321-231,23/11/2017,2.4,F-AVYL,IAE V2533-A5,2,HL7212,19/12/2017,Air Seoul,Lsd From Cdb AviationEx D-ANJB,Active
7986,,Airbus A321,321-251N,19/01/2018,,D-AVYM,CFMI LEAP-1A,2,XA-MAP,02/03/2018,Interjet,Returned to lessor 03/2020Lsd From Acg,Stored
7991,,Airbus A321,321-271N,18/12/2017,2.3,D-AVYN,PW PW1133G,2,VN-A646,29/12/2017,VietJetAir,Lsd From Goshawk Aviation,Active
7993,,Airbus A321,321-231,29/11/2017,2.4,D-AVYS,IAE V2533-A5,2,N990JL,08/12/2017,JetBlue Airways,Named Seize The Mo Mint,Active
7994,,Airbus A321,321-231,18/12/2017,2.3,F-WZMA,IAE V2533-A5,2,N991JT,22/12/2017,JetBlue Airways,Named: Catch Mint If You Can,Active
7998,,Airbus A321,321-211,09/12/2017,2.3,D-AVYV,CFMI CFM56-5B3/P,2,VN-A637,15/12/2017,VietJetAir,Lsd From Jsa,Active
7999,,Airbus A321,321-253N,28/11/2017,2.4,D-AYAI,CFMI LEAP-1A33,2,N925VA,02/12/2017,Virgin America,,Transferred
7999,,Airbus A321,321-253N,28/11/2017,2.4,D-AYAI,CFMI LEAP-1A33,2,N925VA,11/01/2018,Alaska Airlines,Lsd From Gecas,Active
8008,,Airbus A321,321-251N,04/05/2018,,D-AYAL,CFMI LEAP-1A,2,XA-JIL,23/05/2018,Interjet,Stored 04/2020,Stored
8014,,Airbus A321,321-251N,20/04/2018,2,D-AYAM,CFMI LEAP-1A,2,XA-RLM,03/05/2018,Interjet,,Active
8015,,Airbus A321,321-271N,11/07/2018,1.8,D-AYAP,PW PW1133G,2,B-1090,20/07/2018,China Southern Airlines,Lsd From Aercap,Active
8023,,Airbus A321,321-251N,11/05/2018,,D-AYAS,CFMI LEAP-1A,2,XA-VMM,19/05/2018,Interjet,Returned to lessor 03/2020,Stored
